text,date,lang,link,likes_count,comments_count,word_count
Really well not much changed in barrio la julita en villalba. No electric. No help to rebuild due to allot of our older generation doesn't have  Deed of their property.  So because of that day will not get any loans,3/17/2018,en,No,2,0,40
Hi David hope your doing well. Vivi Arriba in Utuado. Thank you. Blessings.,3/17/2018,en,No,2,0,13
Orocovis Puerto Rico in the mountains are still with out power,3/17/2018,en,No,2,0,11
Go to Yabucoa and Vieques and Culebra,3/17/2018,en,No,2,0,7
The area of Yabucoa was hit very hard and still have a lot of places with no electricity.,3/17/2018,en,No,2,0,18
Go to Yabucoa playa guayanes where the eye came ashore!!!! First to get hit and last to get help!,3/17/2018,en,No,2,0,19
"Go to Barrio San Luis, Aibonito, other towns like the ones who lost their bridges (e.g. Utuado). 
Highlight the corruption of the local government: how salaries go up for politicians and their “helpers”, how they give contracts to foreign companies without having money, how the governor hires people and gives them salaries higher or equal to the VP of the U.S., the ineptitude and evil of the Education Secretary of the island, the supplies that never got to the island, the trailers that never got to the island due to the Jones law, Congress ignoring us in a very open and shameless way, and the President, etc. Also how tourism could help Puerto Rico stay afloat!

THANK YOU! YOU HAVE KEPT OUR ISLAND BEATING A LITTLE LONGER! ������������",3/17/2018,en,No,2,0,127
"Thank you David  ,utuado  please  ��",3/17/2018,en,No,2,0,6
"Por favor, todos los pueblos, especialamente Vieques.  Gracias",3/17/2018,es,No,2,0,8
Yabucoa,3/17/2018,zu,No,2,0,1
"Metropolitan area is pretty much back to normal except for the blackouts but they’re not longer than 24 hours. 

Visit Humacao, I keep seeing them on the news and they seem to be struggling. 6 months without power is taking a toll on people’s sanity.",3/17/2018,en,No,2,0,45
Aguadilla - Crash Boat Beach and the Fishermen who have lost almost everything.,3/17/2018,en,No,2,0,13
"Please HEAD TO THE MOUNTAINS OF MAUNABO, bo. Liza- no electricity or water there. They have forgotten about this city. Thank you",3/17/2018,en,No,2,0,22
Please pay close attention and report on the mental health crisis because of PTSD due to this event.,3/17/2018,en,No,2,0,18
Utuado still in bad shape. I admire you David.,3/17/2018,en,No,2,0,9
"David although the island is still reeling from the after effects of the hurricane 
They say you need to look at Yabucoa!! Because that was the city the hurricane hit first and they’re suffering there.  We will love every minute you dedicate to our island as always we are indebted to you and love you there. Take care and thank you.",3/17/2018,en,No,2,0,61
San Sebastián is doing pretty good the mayor took it upon himself to not wait for PREPA and he gathered retired AEE workers and formed a new Power Company against PREPA and Government support and they fixed the power grid in that town since Christmas. He also organized a community laundry when there was no water the first of its kind in that area. San Sebastián it’s in the West.,3/17/2018,en,No,2,1,70
"Go to the central part of the island, and the east, Humacao, Yabucoa, and rest of island. Metro area is doing pretty good, the rest of island is NOT! Thanks for having PR in your heart!",3/17/2018,en,No,2,0,36
"Glad you are coming back! Im a Clinical Psychologist in PR, work in Centro Medico. Please consider bringing awareness to the mental heath crisis, raise in suicides, PTSD after Hurricane Maria and Resiliency!!!! 
Please let me know if there is anything I can do to help. 
Thank you so much for giving us a voice. ��������",3/17/2018,en,No,2,2,56
Yes Please Go To #Yabucoa #DavidBegnaud ��,3/17/2018,en,No,2,0,7
DAVID ...JUST THE TRUTH....AROUND THE WHOLE ISLAND ....WE ARE TIRED OF THE INCONSISTENCIES AND LIES. WHERE IS THE MONEY TRAIL? WHAT HAVE THEY DONE WITH ALL THE MONEY THAT WAS RAISED?,3/17/2018,en,No,2,1,31
Thank you.   I really want to know about Utuado.   Love you,3/17/2018,en,No,2,0,11
Hi! David please go to Yabucoa “ still in a bad condition  “ by now you  people will tell you everything is ok but is not. God bless you siempre!!!  You are part of us!!!!!,3/17/2018,en,No,2,0,35
"Also, perhaps visit the suicide hotline. It is the only suicide hotline on the island and the workers are suffering from trauma themselves and having double the number of calls due to PTSD. The impact of Maria on mental health is not been addressed any coverage of the issue would be immensely important. Thank you for the work that you and your team do",3/17/2018,en,No,2,0,64
"Please look into how the donations from Unidos por Puerto Rico have been ""used""  seems like there's one individual who has his"" hands"" in all the contracts provided by that organization.",3/17/2018,en,No,2,0,31
